
それで、やつらを退治して	So get rid of them.
やろうと意気込んで	She was determined to do it.
来たんだけど、ふいをつかれて	I'm here, but I got caught off guard.
ここに閉じこめられて	I'm trapped here.
しまったんだ。	I put it away.
助けてくれたお礼をしたい。	I want to thank you for saving me.
俺の村まで、	To my village,
一緒に来てくれないか。	Will you come with me?
メイルじゃな$	It's Meiru. $
いか！！	Ika!!
ふいをつかれて、例の強盗団の	I was caught off guard by that band of robbers.
手下に、閉じ込められて	I'm trapped by my minions.
しまったんだ。	I put it away.
とりあえず、君に助けてもらったお礼がしたい。	For now, I want to thank you for saving me.
この近くに、俺の仲間がいる	There's a friend of mine nearby.
村があるから、	Because there's a village,
そこまで一緒に来てくれないか。	Will you come with me that far?
村への扉が開かないんだよ。	The door to the village won't open.
ちょっと、開けてくるから、	I'll go open it for a bit,
ここで、待ってくれ。	Wait here.
思いっきり力いれたら、	If I put all my strength into it,
コケちゃったよ。	I got knocked out.
さぁ、開いたぞ。	Now, it's open.
メイル、俺の村へ行こう！！	Meiru, let's go to my village!!
牢屋の奥で男の声が聞こえて来る	I can hear a man’s voice in the back of the cell
誰か、そこにいるのか！？	Is someone there?!
頼む！	Please!
助けてくれ！！	Help me!!
上にいる魔物が、この牢屋の	The monsters up there are the ones in this cell.
カギを持っているんだ。	I have the key.
魔物から手に入れたカギを使うと牢屋の扉が開いた。	The door to the cell opened when I used the key I’d obtained from the monsters.
君が外にいた魔物を、	The monsters you were outside,
倒してくれたのかい。	Did you defeat me?
助かったよ。	You're a lifesaver.
ありがとう。	Thank you.
スイッチは、かたくて動かない。	The switch is hard and won't move.
扉はかたく閉ざされている。	The door is tightly shut.
牢屋の奥で男の声が聞こえる。	I can hear a man's voice in the back of the cell.
頼む助けてくれ！！	Please, help me!!
上にいる魔物が、この牢屋の	The monsters up there are the ones in this cell.
カギを持っているんだ。	I have the key.
魔物から手に入れたカギを使うと牢屋の扉が開いた。	The door to the cell opened when I used the key I’d obtained from the monsters.
ねぇねぇ、	Hey, hey,
あなた、ちょっと聞いてよ。	Listen to me, dear.
そこにいるミフィさんの	Mr. Mifi over there.
だんなさんて、鉱山で金脈掘り	Don't be so lazy. I'll dig a gold vein in the mine.
してるらしいんだけどさ、	I heard you're doing it,
一度も金なんて、	I've never had money,
そのくせ、	And yet,
ろくに働きもしないから、	I don't work very hard, so...
生活はかなり苦しいみたいよ。	Life seems to be quite difficult.
もう、気の毒でしょうがないわ。	I can't help but feel sorry for you.
ねぇねぇ、ちょっとあなた、	Hey, hey, hey, you,
聞いた？	Did you hear that?
ミフィさんのだんなさん、	Mifi-san's slut,
ついに金脈を掘り当てたそうね。	Looks like you've finally managed to dig up some gold veins.
でも、うわさだと、	But according to the rumors...
なんかよくわからない３人組が	There's a group of three I don't really understand.
だんなさんをあわれに思って、	I felt sorry for Dana-san,
恵んだらしいわよ。	It seems it's megumi.
でも、	But...
あんなにミフィさん喜んでるし、かわいそうだから、だまってる	She’s so happy about Mifi-san, and I feel sorry for her, so she’s quiet.
ことにするわ。	I'll leave it at that.
ミフィ	Mifi
舒私も、マリオネット強盗団に	Jo, I'm with the marionette bandits.
大事な指輪を盗まれたの。	Someone stole my precious ring.
あれは、主人との大切な	That's a precious thing with my husband.
婚約指輪なのに…。	Even though it's an engagement ring...
長いこと鉱山で金塊探しを	I've been looking for gold in the mine for a long time.
していた主人が、ついに金塊を	The master who’d been doing it finally got the gold.
見つけて帰ってくるそうなの。	They're going to find him and come back.
これでやっと、貧しい生活から	Now I can finally get out of poverty.
さよなら出来るわ。	I can say goodbye.
あぁ…、	Ahh...
はやく帰ってこないかしら。	I wonder if he'll come back soon.
ミフィ	Mifi
ああ、どうしたらいいのかしら。主人に、会わす顔がないわ。	Ah, what should I do? I don't have the face to see my husband.
捕まえにいきたいのだが、	I'd like to go catch him, but...
ここを離れると村の方が	If we leave here, the village will be better off.
危ないので…。	It's dangerous...
できれば、君に連中を捕まえて	If possible, I'd like you to catch them.
いる。	She's here.
その君の勇気と強さをみこんで、頼みたいのだが、	In light of your courage and strength, I'd like to ask you,
我々に協力してはくれまいか？	Will you cooperate with us?
マリオネット強盗団を我々の	Marionette robbery.
同志が倒しにいったまま	His comrades had gone to defeat him.
戻ってこない…。	She's not coming back...
いったいどうしたんだろう。	What in the world was going on?
古代の洞窟にいる怪獣が、	A kaiju in an ancient cave...
ジャングルに来るなんて	I can't believe you came to the jungle.
めずらしいなぁ。	That's unusual.
さすが賞金稼ぎをしているだけのことはあるね。	You really are a bounty hunter, aren't you?
それにしても、	Even so,
マリオネット強盗団め、	Marionette robbers,
やっぱり俺一人の力では、	As I thought, I can't do it alone...
どうすることもできない。	There's nothing I can do.
このままがまんしてるしか	I guess I'll just have to hang in there.
ないのか…。	She doesn't have one...?
あっ、そうだ。	Ah, that's right.
助けてくれたお礼をしないとね。そんな装備じゃ、魔物との戦いがつらいだろう。	I'll have to thank you for saving me. It'll be tough fighting monsters with equipment like that.
このお金で、防具でも買って	With this money, I’ll buy some armor
くるといい。	Come with me.
５００Ｇｏｌｄ	500 Gold
をもらった。	She gave it to me.
この塔の最上階に、スイッチが	There's a switch on the top floor of this tower.
ある。	There is.
そいつを解除しないと、	If I don't disarm it,
他の扉がひらかないように	Make sure the other doors don't open
なっているんだ。	It's become.
しかし、そのスイッチの所には、２匹の巨大な魔物がいて、	However, at the switch’s location, there were two giant monsters
通ることができない。	I can't get through.
気をつけていけよ。	Be careful.
くれよ。	Give it to me.
俺もがんばるからな。	I'll do my best too.
開かれた扉を再び閉じた。	I closed the open door again.
閉ざされた扉を開けた。	I opened the closed door.
魔物が倒れると同時に	At the same time as the monsters fell
隠し扉が開く音が聞こえた。	I heard the sound of a hidden door opening.
鍵を手にいれた。	I got the key.
ショートソード　軽量で扱いやすい剣。しかし、殺傷能力は低い。	Shortsword A lightweight, easy-to-manage sword. However, its lethality is low.
ロングソード　　長さ１ｍほどの長剣。化物の多い洞窟内では必需品。	Longsword A longsword about a meter long. A necessity in a cave full of monsters.
ファルシオン　　鋼鉄でできた大きめの剣。攻撃力はなかなかのもの。	Falsion A large sword made of steel. Its attack power is quite impressive.
フレイムソード　炎でつくられた剣その使いやすさと殺傷能力は保証付	Flame Sword: A sword made from flame, its ease of use and lethality guaranteed.
ライトセイバー　現存する剣の中で最強を誇る剣。	Light Saber: The strongest sword in existence.
ファイアの魔法　進行方向へ連射できる。どんな場所でも有効である。	Fire Magic You can continuously fire in the direction you're going. It's effective in any location.
ファイア　ＤＸ　ファイアの魔法が３つに分裂する。	Fire DX Fire magic splits into three parts.
サンダーの魔法　雷の槍が敵を　　貫通	Thunder's magic, Lightning Spear, pierces the enemy.
ホーミング　　　最高６個の弾が敵を追う。ただし効かない敵もいる。	Homing Up to 6 bullets chase after the enemy. However, there are some enemies that won't work.
フォース　　　　自らの魔力を弾にして敵に放つ。	Force: Uses its own magical energy as a bullet to fire at the enemy.
ファイアボール　体内にためた炎を吹き出す。	Fireball: It blows out the flames that have built up inside its body.
テイルアタック　強力な回転と尻尾で敵に大きなダメージをあたえる。	Tail Attack: Uses a powerful spin and tail to deal massive damage to opponents.
アックス　　　　敵を一刀両断に　切り裂く強力な　武器。	Ax: A powerful weapon that can cut an enemy in half with a single slash.
アイアンクロー　鋭い爪で敵を切り刻む。	Iron Claw: Slice enemies with sharp claws.
ファイアブレス　体内にためた力を一気に放つ。　　威力絶大	Firebreath: unleashes all the power it has stored inside its body at once. It's extremely powerful.
レザーアーマー　馬の革を何枚も重ねてある。　　　防御能力は低い。	Leather Armor: Several layers of horse leather. Its defense is low.
チェーンメイル　鎖で編まれていて丈夫にできている役にたつだろう。	Chain mail. It's made of chains, and it's made to be durable.
プレートメイル　鋼鉄でできてるので重いが多少の攻撃なら充分戦える	Plate mail. It's heavy because it's made of steel, but it can fight well enough with a few attacks.
ミスリルアーマー数多くの敵と闘うにはこれくらいの鎧は必要である。	Mithril armor required this much armor to fight many enemies.
ゴールドアーマー現代の技術では最高の強度を持つ鎧である。	Gold Armor is the strongest armor in modern technology.
レッドローブ　　魔法使いのマント	Red robe, wizard's cape.
ブルーローブ　　魔法使いのマント	Blue Robe: The Wizard's Cloak
イエローローブ　魔法使いのマント	Yellow Robe: Wizard's Cloak
シルバーローブ　魔法使いのマント	Silver Robe: Wizard's Cloak
ゴールドローブ　魔法使いのマント	Goldrobe: Wizard's Cloak
ウッドシールド　木製なので軽く	Woodshield, it's made of wood, so it's light.
て動きやすいが防御能力は低い。	It's easy to move around, but its defense is low.
スモールシールドウッドシールドより少し小さいがなかなか丈夫である	It's a little smaller than the Small Shield Wood Shield, but it's pretty tough.
ラージシールド　スモールシールドと同じ材質の少し大きめの盾。	Large Shield A slightly larger shield made of the same Muttonhead as Small Shield.
ゴールドシールドこの盾は最強の盾といえるだろう。	Gold Shield, this shield could be said to be the strongest.
ブロンズミラー　魔法の力で敵の攻撃を跳ね返す。	Bronze Mirror: Uses magic to repel enemy attacks.
メタルミラー　　魔法の力で敵の攻撃を跳ね返す。	Metal Mirror: Bouncing off enemy attacks with the power of magic.
プラチナミラー　魔法の力で敵の攻撃を跳ね返す。	Platinum Mirror: Bouncing off enemy attacks with the power of magic.
ミスリルミラー　魔法の力で敵の攻撃を跳ね返す。	Mithril Mirror: Bouncing off enemy attacks with the power of magic.
ゴールドミラー　魔法の力で敵の攻撃を跳ね返す。	Gold Mirror: Bouncing off enemy attacks with the power of magic.
無敵　　　　　　一定時間無敵！！	Invincible. Invincible for a set amount of time!!
ヘルメット　　　一定時間上空からの攻撃を防ぐことができる。	Helmet Can block attacks from above for a certain amount of time.
スパイクブーツ　氷の上でも滑らない。	Spike boots. They don't slip on ice.
石靴　　　　　　トゲの上でも平気で歩ける。ただしジャンプ力下がる	Stone shoes You can walk on thorns without a care in the world. However, your jumping power will decrease.
ツルハシ	Black pickaxe
ダガー　　　　　投げナイフ。	Dagger, throwing knife.
ブーメラン　　　回転しながら手元にもどってくる、武器。	Boomerang The weapon spins as it comes back to me.
オレンジ　　　　体力が２０回復する。	Orange Restores 20 HP.
チェリー　　　　体力が５０回復する。	Cherry restores 50 HP.
リンゴ　　　　　体力が完全回復する。	Ringo, your stamina is fully restored.
金塊	Gold nugget
エリクサー　　　復活剤。	Elixir. Resurrection.
ブーメランＤＸ　ブーメランのパワーアップ型。	Boomerang DX: Boomerang power-up type.
アイアンソード	Iron Sword
プラズマブレードPウォータービームPロッククラッシュ@アイアンアーマー	Plasma Blade P Water Beam P Rock Crash@Iron Armor.
プラズマアーマーPアクアローブ　　Pバトルアーマー　@アイアンシールド	Plasma Armor P Aqua Robe P Battle Armor @Iron Shield
いらっしゃいませご用件は？	Welcome. What can I do for you?
　買う	Buy it.
　　売る	Sell it.
　治療	Treatment
　　説明	Explain
他にも何かご用がございますか？	Is there anything else you need?
　買う	Buy it.
　　売る	Sell it.
　治療	Treatment
　　説明	Explain
どれをお求めに　なりますか？	Which one would you like?
　でよろしい　　　　　　ですか？	Is that all right with you?
　ＹＥＳ	YES
あなたはそのアイテムをこれ以上持てません。	You can't carry that item any longer.
お金が足りません	We don't have enough money.
ありがとうございました。	Thank you very much.
何を売っていただけますか？	What will you sell me?
になります。	It will be.
　ＹＥＳ	YES
これ以上　売れるものがありません	There's nothing more we can sell.
治療に　　　　　ゴールド必要です治療しますか？	We need gold to treat it. Do you want gold to treat it?
　ＹＥＳ	YES
どこにも異常は　ないようです。	There's nothing out of the ordinary here.
お大事に‥‥。	Take care...
マテリアル	Muttonhead
　バカな！！	Impossible!!
　わしのウッド・ゴーレムが	My Wood Golem
　負けるとは！！	To think I'd lose!!
・・・・・？	- ...?
この辺から声が…。	A voice came from around here...
仕方ない。	It can't be helped.
この場は一端	This place is a part of it.
あ！！	Ah!!
ん？　もしかして	Hm? Could it be...
おまえが賞金首の魔導師だな！！	You're the Sorcerer with the bounty on your head!!
魔導師	Sorcerers
いかにも。わしこそこの国を恐怖で満たし、暗黒の世界をも支配できる魔導師の中の魔導師。	Indeed. I am the Sorcerer among Sorcerers who can fill this country with fear and rule the dark world.
マテリアル様じゃ！！	Muttonhead-sama!!
なるほど、	I see,
お前がタットの師匠ね。	You're Tat's teacher, aren't you?
やつめ、弟子のくせにわしに	That bastard, he's my apprentice.
説教などしおって！！	You're lecturing me!!
今頃、牢屋で頭を冷やして	By now, I’d cooled my head in jail
おるはずじゃ。	There should be.
ワハハ	Wahaha
そんな事、あたしの知った	That's what I learned.
こっちゃないわよ。	I'm not here.
あたしに関係あるのは、	What's relevant to me is...
おまえにかかっている	It's up to you.
賞金だけよ！	Only the prize money!
捕まえてやる！！	I'll catch you!!
バカめ！！そんなにわしを捕まえたくば、追ってくるがいい！！	You idiot!! If you want to catch me that badly, come after me!!
さらばだ！！	Farewell!!
君は確か	I think you're...
メイル！！	Meiru!!
メイル、頼むよ。	Meiru, I'm counting on you.
僕の言うとおりに、	Do as I say,
左のスイッチを動かしてくれ！！	Move the left switch!!
こうやって	Like this.
こうかな？	Like this?
タット、実は…	Tat, actually...
そうか…。	I see...
多分、お師匠様は古代の洞窟に	Master probably went to an ancient cave
いるはずだ。	She should be there.
何度か僕も行った事がある。	I've been there a few times.
よし、一緒に行こう！！2	Alright, let's go together!! 2
マテリアル	Muttonhead
　バカな！！	Impossible!!
　わしのウッド・ゴーレムが	My Wood Golem
　負けるとは！！	To think I'd lose!!
・・・・・？	- ...?
この辺から声が…。	A voice came from around here...
仕方ない。	It can't be helped.
この場は一端	This place is a part of it.
あ！！	Ah!!
ん？　もしかして	Hm? Could it be...
おまえが賞金首の魔導師だな！！	You're the Sorcerer with the bounty on your head!!
魔導師	Sorcerers
マテリアル様じゃ！！	Muttonhead-sama!!
なるほど、	I see,
お前がタットの師匠ね。	You're Tat's teacher, aren't you?
やつめ、弟子のくせにわしに	That bastard, he's my apprentice.
説教などしおって！！	You're lecturing me!!
今頃、牢屋で頭を冷やして	By now, I’d cooled my head in jail
おるはずじゃ。	There should be.
ワハハ	Wahaha
そんな事、あたしの知った	That's what I learned.
こっちゃないわよ。	I'm not here.
あたしに関係あるのは、	What's relevant to me is...
おまえにかかっている	It's up to you.
賞金だけよ！	Only the prize money!
捕まえてやる！！	I'll catch you!!
バカめ！！そんなにわしを捕まえたくば、追ってくるがいい！！	You idiot!! If you want to catch me that badly, come after me!!
さらばだ！！	Farewell!!
君は確か	I think you're...
メイル！！	Meiru!!
メイル、頼むよ。	Meiru, I'm counting on you.
僕の言うとおりに、	Do as I say,
左のスイッチを動かしてくれ！！	Move the left switch!!
こうやって	Like this.
こうかな？	Like this?
タット、実は…	Tat, actually...
そうか…。	I see...
多分、お師匠様は古代の洞窟に	Master probably went to an ancient cave
いるはずだ。	She should be there.
何度か僕も行った事がある。	I've been there a few times.
よし、一緒に行こう！！2	Alright, let's go together!! 2
ショートソード　軽量で扱いやすい剣。しかし、殺傷能力は低い。	Shortsword A lightweight, easy-to-manage sword. However, its lethality is low.
ロングソード　　長さ１ｍほどの長剣。化物の多い洞窟内では必需品。	Longsword A longsword about a meter long. A necessity in a cave full of monsters.
ファルシオン　　鋼鉄でできた大きめの剣。攻撃力はなかなかのもの。	Falsion A large sword made of steel. Its attack power is quite impressive.
フレイムソード　炎でつくられた剣その使いやすさと殺傷能力は保証付	Flame Sword: A sword made from flame, its ease of use and lethality guaranteed.
ライトセイバー　現存する剣の中で最強を誇る剣。	Light Saber: The strongest sword in existence.
ファイアの魔法　進行方向へ連射できる。どんな場所でも有効である。	Fire Magic You can continuously fire in the direction you're going. It's effective in any location.
ファイア　ＤＸ　ファイアの魔法が３つに分裂する。	Fire DX Fire magic splits into three parts.
サンダーの魔法　雷の槍が敵を　　貫通	Thunder's magic, Lightning Spear, pierces the enemy.
ホーミング　　　最高６個の弾が敵を追う。ただし効かない敵もいる。	Homing Up to 6 bullets chase after the enemy. However, there are some enemies that won't work.
フォース　　　　自らの魔力を弾にして敵に放つ。	Force: Uses its own magical energy as a bullet to fire at the enemy.
ファイアボール　体内にためた炎を吹き出す。	Fireball: It blows out the flames that have built up inside its body.
テイルアタック　強力な回転と尻尾で敵に大きなダメージをあたえる。	Tail Attack: Uses a powerful spin and tail to deal massive damage to opponents.
アックス　　　　敵を一刀両断に　切り裂く強力な　武器。	Ax: A powerful weapon that can cut an enemy in half with a single slash.
アイアンクロー　鋭い爪で敵を切り刻む。	Iron Claw: Slice enemies with sharp claws.
ファイアブレス　体内にためた力を一気に放つ。　　威力絶大	Firebreath: unleashes all the power it has stored inside its body at once. It's extremely powerful.
レザーアーマー　馬の革を何枚も重ねてある。　　　防御能力は低い。	Leather Armor: Several layers of horse leather. Its defense is low.
チェーンメイル　鎖で編まれていて丈夫にできている役にたつだろう。	Chain mail. It's made of chains, and it's made to be durable.
プレートメイル　鋼鉄でできてるので重いが多少の攻撃なら充分戦える	Plate mail. It's heavy because it's made of steel, but it can fight well enough with a few attacks.
ミスリルアーマー数多くの敵と闘うにはこれくらいの鎧は必要である。	Mithril armor required this much armor to fight many enemies.
ゴールドアーマー現代の技術では最高の強度を持つ鎧である。	Gold Armor is the strongest armor in modern technology.
レッドローブ　　魔法使いのマント	Red robe, wizard's cape.
ブルーローブ　　魔法使いのマント	Blue Robe: The Wizard's Cloak
イエローローブ　魔法使いのマント	Yellow Robe: Wizard's Cloak
シルバーローブ　魔法使いのマント	Silver Robe: Wizard's Cloak
ゴールドローブ　魔法使いのマント	Goldrobe: Wizard's Cloak
ウッドシールド　木製なので軽く	Woodshield, it's made of wood, so it's light.
て動きやすいが防御能力は低い。	It's easy to move around, but its defense is low.
スモールシールドウッドシールドより少し小さいがなかなか丈夫である	It's a little smaller than the Small Shield Wood Shield, but it's pretty tough.
ラージシールド　スモールシールドと同じ材質の少し大きめの盾。	Large Shield A slightly larger shield made of the same Muttonhead as Small Shield.
ミスリルシールドこの盾は敵の攻撃を防ぐには充分な効力を持っている	Mithril Shield, this shield has plenty of effect to defend against enemy attacks
ゴールドシールドこの盾は最強の盾といえるだろう。	Gold Shield, this shield could be said to be the strongest.
ブロンズミラー　魔法の力で敵の攻撃を跳ね返す。	Bronze Mirror: Uses magic to repel enemy attacks.
メタルミラー　　魔法の力で敵の攻撃を跳ね返す。	Metal Mirror: Bouncing off enemy attacks with the power of magic.
プラチナミラー　魔法の力で敵の攻撃を跳ね返す。	Platinum Mirror: Bouncing off enemy attacks with the power of magic.
ミスリルミラー　魔法の力で敵の攻撃を跳ね返す。	Mithril Mirror: Bouncing off enemy attacks with the power of magic.
ゴールドミラー　魔法の力で敵の攻撃を跳ね返す。	Gold Mirror: Bouncing off enemy attacks with the power of magic.
無敵　　　　　　一定時間無敵！！	Invincible. Invincible for a set amount of time!!
ヘルメット　　　一定時間上空からの攻撃を防ぐことができる。	Helmet Can block attacks from above for a certain amount of time.
スパイクブーツ　氷の上でも滑らない。	Spike boots. They don't slip on ice.
石靴　　　　　　トゲの上でも平気で歩ける。ただしジャンプ力下がる	Stone shoes You can walk on thorns without a care in the world. However, your jumping power will decrease.
ツルハシ	Black pickaxe
ダガー　　　　　投げナイフ。	Dagger, throwing knife.
ブーメラン　　　回転しながら手元にもどってくる、武器。	Boomerang The weapon spins as it comes back to me.
オレンジ　　　　体力が２０回復する。	Orange Restores 20 HP.
チェリー　　　　体力が５０回復する。	Cherry restores 50 HP.
リンゴ　　　　　体力が完全回復する。	Ringo, your stamina is fully restored.
金塊	Gold nugget
エリクサー　　　復活剤。	Elixir. Resurrection.
ブーメランＤＸ　ブーメランのパワーアップ型。	Boomerang DX: Boomerang power-up type.
おう、何の用だい	Hey, what do you want?
　買う	Buy it.
　　売る	Sell it.
　治療	Treatment
　　説明	Explain
他にも何か用が　あるかい？	Is there anything else you need?
　買う	Buy it.
　　売る	Sell it.
　治療	Treatment
　　説明	Explain
どれにするかい？	Which one do you want?
　でいいかい？	Is that okay?
　ＹＥＳ	YES
ＮＯ	No.
そのアイテムを、これ以上持つことは出来ないぞ。	You can't hold that item any longer.
お金が足りねぇな	You don't have enough money.
ありがとうよ	Thank you. Thank you.
何を売ってくれるんだい？	What are you gonna sell me?
になるがどうする	But what are you going to do?
　ＹＥＳ	YES
ＮＯ	No.
これ以上　売れるものがねぇな	There's nothing more we can sell.
　ＹＥＳ	YES
ＮＯ	No.
どこにも異常は　ないようだな。	Nothing seems out of the ordinary here.
気をつけてな‥。	Be careful...
マテリアル	Muttonhead
ブラッキィ	Slick
やはり追ってきおったか。	So they really did come after us.
お嬢ちゃんが、わしを捕まえ	The young lady caught me.
ようなんて百年早いわ。	It's a hundred years too early for that.
ここで返り討ちにして	I'll take him down here.
くれる。	She'll give it to me.
タット…、さっきのお嬢ちゃんに助けてもらったのか。お前なんぞが、何を言っても無駄じゃぞ。	Tatt... Did the young lady just save you? No matter what you say, it's pointless.
あのまま牢屋で、	In that cell,
おとなしくしとれば	If you behave yourself,
よかったのじゃ！	I'm so glad!
マテリアル。	Muttonhead.
先ほどの醜態。	That disgraceful display.
みていたぞ。	I've been watching.
わしたちの与えた、	The one we gave you,
ゴーレムを無駄に	Waste the golems.
しおって…。	Withered...?
加えなければなるまい…。	I'll have to add it...
ま、	Well,
待ってくだされ。	Please wait.
あれは…。	That's...
魔法使い	Wizard
マテリアル様が、	The Muttonhead-sama...
さらわれてしまった！！	She's been kidnapped!!
怪獣	Kaiju
あ〜、	Ah,
どこにいったんだガウ！？	Where did he go, gow?!
一体何が起こったのかしら？	I wonder what happened?
ど、どうしたというんだ。	Wh-What's going on?
お師匠様は！？	Where's Master?!
あらっ、	Oh,
あんたブラッキィじゃない。	You're not a brat.
こんな所で何してんのよ？	What are you doing here?
結局、助けてくれないんだ	In the end, he won't help me.
もんな。	Yeah, that's right.
おかげで、ジャングルを抜け	Thanks to that, we made it through the jungle.
出すのに苦労したよ。	I had a hard time getting it out.
八あれから、	Hachi, since then,
一回村に戻ったんだけどさ、	I went back to the village once,
また抜け出して町へ行って	I slipped out again and went to town
みたんだ。	I saw it.
で、このまま村にも帰れないし、古代の洞窟にお宝が眠っている	So, we can’t go back to the village like this, and there’s treasure in the ancient cave.
という噂を思いだしたんで、	That's the rumor that came to mind.
その宝を村のみんなに持って	Take that treasure to everyone in the village.
帰ってやろうと思ってね。	I thought I'd go home.
そういえば、この洞窟の中を	Come to think of it, we’ve been through this cave
あっちこっち掘っていたら、	I was digging this way and that, and...
こんな盾を見つけたんだけど、	I found a shield like this, but...
買ってくれないか？	Would you buy it for me?
今なら	Now is the time.
３００Ｇｏｒｄ	300Gordo
でいいよ。	You can call me that.
買う	Buy it.
買わない	I won't buy it.
さっきは、どうもありがとう。	Thank you very much for earlier.
実は、あれからまた村を	Actually, I've been in the village again since then.
抜け出して町にいこうとしたら、町の門番につっかえされて	If I tried to slip out and go to town, I’d be stuck at the town gatekeeper
しまったんだ。	I put it away.
なんて…。	What a...
誰だい、君は？	Who the hell are you?
僕の名は、タット。	My name is Tat.
お師匠様を探しに、この洞窟に	I went to this cave to look for Master.
やって来ました。	I'm here.
ところで、君はなんでこんな	By the way, why are you like this?
所に？	Where?
ただの遊び人さ。	I'm just a playboy.
なんでも、この洞窟のどこかに	Anything, anywhere in this cave.
すごいお宝があるっていう話を	I heard there's an amazing treasure here.
聞いて、来てみたんだ。	I asked, and I came here.
お金を持っていないじゃないか。しょうがないなぁ。	You don't have any money, do you? Oh well.
しよう。	Let's do it.
よし。	Okay.
ジャングルでは世話になったし、お礼にタダであげちゃおう！	You helped me out in the jungle, so I'll give it to you for free as thanks!
ま、それぐらいは当然かな。	Well, I guess that's only natural.
ありがと。	Thank you.
タダにしてあげよう！	I'll give you freebies!
そのかわり、必ずお師匠様を	In exchange, I’ll make sure to take care of Master
見つけるんだぜ。	Find it.
ありがとう。	Thank you.
しよう。	Let's do it.
盾をもらいました	I got a shield.
あるんだが、この岩が邪魔で	I do, but this rock is in the way.
先に進めないんだ。	I can't move on.
でも、こんなこともあろうかと	But I thought something like this might happen.
爆弾を持ってきてあるのさ。	I brought a bomb.
さぁ、いくぞ。	Come on, let's go.
ちょっと離れててくれ。	Get away from me for a second.
さぁ、耳をふさいで…。	Now, cover your ears...
爆発の震動で、	The tremors from the explosion...
天井の岩が崩れそうだ。	The rock on the ceiling looks like it's about to collapse.
危ない！	Watch out!
早く逃げなきゃ！！	I have to get out of here!!
危ない！	Watch out!
ブラッキィさん、	Mr. Slick,
早く逃げましょう！！	Let's get out of here!!
何してんのよ！	What are you doing?!
ブラッキィさん。	Mr. Slick.
早く逃げないと！	We have to get out of here!
聲激[K8	Voice: [K8]
わかっているけど荷物が重くて。ちょっと待ってくれよ、	I know, but the bags are heavy. Wait a minute,
今荷物を降ろすから…。	I'm going to unload the luggage now...
なにやってんのよ、まったく。	What the hell are you doing, geez.
早く逃げないから、こんなことになんのよ。	This is what happens when you don't run away quickly.
ブラッキィさん。	Mr. Slick.
大丈夫ですか！？	Are you all right?!
いやぁ、また失敗してしまった。どうやら、洞窟内で爆弾を	Man, I screwed up again. Looks like I got a bomb inside the cave.
使うのは危険みたいだな。	Looks like it's dangerous to use.
何か、岩を砕くものがあれば	If there's anything that can break the rock...
いいんだけど…。	It's fine, but...
この洞窟には、出口が２か所	There are two exits to this cave.
あるんだ。	I have one.
ひとつは、この先へいくとすぐにあって、もうひとつは	One was right up ahead, and the other was
反対側にあるんだ。	It's on the other side.
だが、もうひとつのほうはカギがかかってて開けることが、	But the other one was locked, so I couldn't open it.
できない。	I can't.
君には、また借りを作ってしまうことになるんだけど、頼む！	I'll be indebted to you again, but please!
僕を、ここからだしてくれ！	Get me out of here!
助けてくれよ！	Help me!
頼む！	Please!
僕を、ここからだしてくれ！	Get me out of here!
助けてくれよ！	Help me!
早く助けてくれ！！	Hurry up and help me!!
ちょっと待ってよ。	Wait a minute.
助けてあげたいのは、	What I want to help you with...
やまやまだけど、	It's not that bad, but...
どうやってこの岩を、	How did you get this rock,
崩せばいいのかな…。	I wonder if I should collapse...
あ、そうそう。	Oh, that's right.
この洞窟をうろうろしてたら	I was wandering around in this cave
怪獣と会ったわよ。	I met a kaiju.
追っかけて岩を崩す道具のこと	A tool to chase after and break down rocks.
聞いたら、何も教えてくれないで逃げちゃったけど。	When I asked her, she ran away without telling me anything.
すみません。　一生懸命、岩を	I'm sorry. I'll do my best to get the rock.
崩す道具を探しているんですけどなかなか見つからなくて…。	I'm looking for a tool to break it down, but I can't find it...
探している途中で怪獣がいたんで追いかけて聞いてみたんですけど何もいわずに、	There was a kaiju on my way to look for it, so I chased after it and asked, but it didn't say anything.
逃げちゃったんです。	He ran away.
怪獣たちは、侵入者をえらく	The kaiju pick out intruders.
嫌うらしいからね。	She doesn't like it, after all.
僕も、ちょっかいだして	I'll mess with you, too.
かまれたことがあったよ。	I've been bitten.
ところで、その怪獣が逃げてったのはどの辺だい？	By the way, where did that kaiju run off to?
あんたがさっき言ってた、	That's what you said earlier,
あの反対側の出入り口あたりよ。	It's around the entrance on the other side.
さっきブラッキィさんが、	Just now, Mr. Slick...
言っていた、反対側の出口	The exit on the other side, like she said.
あたりですけど。	It's just around the corner.
怪獣たちは、横穴みたいな	The kaiju are like horizontal tunnels.
所へ逃げこんだだろ？	You ran away, didn't you?
多分、そこが怪獣の巣なんだ。	That's probably the monster nest.
そこへ行けば、何かあるかも	If you go there, you might find something.
しれない。	I don't know.
でも、高い所にあって	But it's high up.
届かないのよ。	I can't reach it.
何か、踏台みたいなものが	Something like a stepping stone.
あればいいんだけど…。	It'd be nice if there was...
でも、その横穴は高い所に	But that side tunnel is high up.
あって。	There it is.
もう少しで届きそうなので	It looks like it's almost there.
何か台かなんかあれば	If there's a stand or something
いいんですけど。	I don't mind.
爆弾は	The bomb.
僕の村	My village.
行けばあるはずだ。	There should be one if you go.
